company,code,market_cap
Vital Energy,VTLE,$1.60 B
Salzgitter,SZG.F,$1.60 B
SFL Corp,SFL,$1.60 B
First Majestic Silver,AG,$1.60 B
NextGen Healthcare,NXGN,$1.60 B
Sheela Foam,SFL.NS,$1.60 B
Grosvenor Capital Management,GCMG,$1.60 B
Peab,PEAB-B.ST,$1.60 B
SM Entertainment,041510.KQ,$1.59 B
Ramkrishna Forgings,RKFORGE.NS,$1.59 B
Universal Corporation,UVV,$1.59 B
JBG SMITH,JBGS,$1.59 B
Cohu,COHU,$1.59 B
Enerpac Tool Group,EPAC,$1.59 B
BASF India,BASF.NS,$1.59 B
Zensar,ZENSARTECH.NS,$1.59 B
Korea Gas,036460.KS,$1.59 B
Fiskars,FSKRS.HE,$1.58 B
Fever-Tree Drinks,FEVR.L,$1.58 B
Heartland Financial USA,HTLF,$1.58 B
Excelerate Energy,EE,$1.58 B
Hawaiian Electric Industries,HE,$1.58 B
Northwest Bank,NWBI,$1.58 B
Compass,COMP,$1.58 B
National Vision Holdings,EYE,$1.58 B
IES Holdings,IESC,$1.57 B
PROS,PRO,$1.57 B
Killam Apartment REIT,KMP-UN.TO,$1.57 B
CGN Mining Company,1164.HK,$1.57 B
Lumine Group,LMN.V,$1.57 B
Canadian Solar,CSIQ,$1.57 B
Maravai LifeSciences,MRVI,$1.57 B
Exchange Income Corporation,EIF.TO,$1.57 B
Canfor,CFP.TO,$1.57 B
YOOZOO Interactive,002174.SZ,$1.57 B
Shikun & Binui,SKBN.TA,$1.57 B
Kimbell Royalty Partners,KRP,$1.57 B
Kodiak Gas Services,KGS,$1.57 B
China Lesso Group,2128.HK,$1.56 B
Viohalco,VIO.BR,$1.56 B
OPC Energy,OPCE.TA,$1.56 B
Ingevity,NGVT,$1.56 B
Stewart Information Services,STC,$1.56 B
Omnicell,OMCL,$1.56 B
Freehold Royalties,FRU.TO,$1.55 B
Momentum Metropolitan,MTM.JO,$1.55 B
Verano Holdings,VRNOF,$1.55 B
Mach Natural Resources LP,MNR,$1.55 B
Taro Pharmaceutical,TARO,$1.55 B
La-Z-Boy,LZB,$1.55 B
OPENLANE Corporate,KAR,$1.55 B
GDS Holdings,GDS,$1.55 B
Bread Financial,BFH,$1.55 B
AUTO1,AG1.F,$1.55 B
AtriCure,ATRC,$1.55 B
Coats Group,COA.L,$1.54 B
RPC,RES,$1.54 B
Scandinavian Tobacco Group,STG.CO,$1.54 B
Ameresco,AMRC,$1.54 B
CSG International,CSGS,$1.54 B
Arhaus,ARHS,$1.54 B
Barnes Group,B,$1.53 B
Veris Residential,VRE,$1.53 B
Marcus & Millichap,MMI,$1.53 B
V-Guard Industries,VGUARD.NS,$1.53 B
Uni-Select,UNS.TO,$1.53 B
Close Brothers Group,CBG.L,$1.53 B
Knowles,KN,$1.53 B
TS TECH,7313.T,$1.53 B
Rai Way,RWAY.MI,$1.53 B
Alignment Healthcare,ALHC,$1.53 B
Tokai Carbon,5301.T,$1.53 B
Alony Hetz,ALHE.TA,$1.53 B
Wilh. Wilhelmsen Holding,WWI.OL,$1.53 B
Dürr,DUE.F,$1.52 B
Morphosys,MOR,$1.52 B
Unipar Carbocloro,UNIP6.SA,$1.52 B
First Commonwealth Financial Corp,FCF,$1.52 B
TTM Technologies,TTMI,$1.52 B
Vtech,0303.HK,$1.52 B
Getty Realty,GTY,$1.52 B
First National of Nebraska,FINN,$1.52 B
Aica Kogyo Company,4206.T,$1.52 B
Is Yatirim Menkul Degerler Anonim Sirketi,ISMEN.IS,$1.52 B
National Industries Group Holding,NIND.KW,$1.51 B
Labrador Iron Ore Royalty Corp.,LIF.TO,$1.51 B
HBL Power Systems,HBLPOWER.NS,$1.51 B
Pet Valu,PET.TO,$1.51 B
Befesa,BFSA.DE,$1.51 B
Vaisala,VAIAS.HE,$1.51 B
Intercos,ICOS.MI,$1.51 B
HBM Healthcare Investments,HBMN.SW,$1.50 B
BRP Group,BRP,$1.50 B
Austevoll Seafood,AUSS.OL,$1.50 B
Supernus Pharmaceuticals,SUPN,$1.50 B
Bank of N. T. Butterfield & Son,NTB,$1.50 B
Dana Gas,DANA.AE,$1.50 B
Danaos,DAC,$1.50 B
Cargojet,CJT.TO,$1.50 B
Oxford Industries,OXM,$1.50 B
SPARC,SPARC.NS,$1.50 B
Summerset Holdings,SUM.NZ,$1.50 B
Custom Truck One Source,CTOS,$1.49 B
Radius Global Infrastructure,RADI,$1.49 B
Denison Mines,DNN,$1.49 B
Pan Ocean,028670.KS,$1.49 B
Aavas Financiers,AAVAS.NS,$1.49 B
RITES,RITES.NS,$1.49 B
Sapiens,SPNS,$1.49 B
Pacira Biosciences,PCRX,$1.49 B
Aamal Company,AHCS.QA,$1.49 B
IHS Towers,IHS,$1.48 B
Kayne Anderson Capital Advisors,KYN,$1.48 B
NETSCOUT,NTCT,$1.48 B
Guaranty Trust Bank,9JO.F,$1.48 B
Jeld-Wen,JELD,$1.48 B
eClerx Services,ECLERX.NS,$1.48 B
Steelcase,SCS,$1.48 B
First Bancorp,FBNC,$1.48 B
Polenergia,PEP.WA,$1.47 B
Westamerica Bancorporation,WABC,$1.47 B
Voltalia,VLTSA.PA,$1.47 B
International Petroleum,IPCO.TO,$1.47 B
Genesis Energy L.P.,GEL,$1.47 B
Hanesbrands,HBI,$1.47 B
Doha Bank,DHBK.QA,$1.47 B
Vivid Seats,SEAT,$1.47 B
Betsson AB,BETS-B.ST,$1.47 B
NW Natural,NWN,$1.46 B
Palomar Holdings,PLMR,$1.46 B
Stock Yards Bancorp,SYBT,$1.46 B
G-III Apparel Group,GIII,$1.46 B
Novocure,NVCR,$1.46 B
SpareBank 1,SPOL.OL,$1.46 B
KSB ltd,KSB.NS,$1.46 B
StorageVault Canada,SVI.TO,$1.46 B
Madison Square Garden,MSGE,$1.46 B
VIZIO,VZIO,$1.46 B
Mahanagar Gas,MGL.NS,$1.45 B
Fidelis Insurance,FIHL,$1.45 B
Grindr,GRND,$1.45 B
John Wood Group,WG.L,$1.45 B
Addus HomeCare,ADUS,$1.45 B
Bodycote,BOY.L,$1.45 B
Helix Energy Solutions,HLX,$1.45 B
Xenia Hotels & Resorts,XHR,$1.45 B
AvePoint,AVPT,$1.45 B
The Vita Coco Company,COCO,$1.45 B
Thoughtworks,TWKS,$1.45 B
Citizen Watch,7762.T,$1.45 B
AVI Limited,AVI.JO,$1.45 B
Stellar Bancorp,STEL,$1.44 B
Humansoft Holding Company,HUMANSOFT.KW,$1.44 B
Disc Medicine,IRON,$1.44 B
Arcus Biosciences,RCUS,$1.44 B
BEML,BEML.NS,$1.44 B
Keros Therapeutics,KROS,$1.44 B
Lenzing,LEN.F,$1.44 B
Owens & Minor,OMI,$1.44 B
XPEL,XPEL,$1.44 B
National Healthcare,NHC,$1.44 B
Liberty Latin America,LILA,$1.43 B
Aether Industries,AETHER.NS,$1.43 B
Global Industrial Company,GIC,$1.43 B
AZZ,AZZ,$1.43 B
Green Plains,GPRE,$1.43 B
Sandstorm Gold,SAND,$1.43 B
Allegiant Air,ALGT,$1.43 B
Nakanishi,7716.T,$1.43 B
Equinox Gold,EQX,$1.43 B
Orion Engineered Carbons,OEC,$1.43 B
Relay Therapeutics,RLAY,$1.43 B
Distribution Solutions Group,DSGR,$1.43 B
Calumet Specialty Products Partners,CLMT,$1.43 B
OC Oerlikon,OERL.SW,$1.42 B
RSA Insurance Group,RSAB.L,$1.42 B
Global Partners LP,GLP,$1.42 B
Ladder Capital,LADR,$1.42 B
Amplitude,AMPL,$1.42 B
American Woodmark,AMWD,$1.42 B
Applus Services,APPS.MC,$1.42 B
Enghouse Systems,ENGH.TO,$1.42 B
Protector Forsikring,PROT.OL,$1.42 B
UCT (Ultra Clean Holdings),UCTT,$1.41 B
Meliá Hotels International,MEL.MC,$1.41 B
AmRest,EAT.MC,$1.41 B
Cricut,CRCT,$1.41 B
Redefine Properties,RDF.JO,$1.41 B
STAAR Surgical,STAA,$1.41 B
X-FAB,XFAB.PA,$1.41 B
Ardelyx,ARDX,$1.41 B
Apogee Therapeutics,APGE,$1.41 B
Bajaj Electricals,BAJAJELEC.NS,$1.41 B
Hawkins,HWKN,$1.41 B
Life Healthcare Group,LHC.JO,$1.41 B
Cannae Holdings,CNNE,$1.41 B
InterRent Real Estate Investment Trust,IIP-UN.TO,$1.41 B
Perion Network,PERI,$1.40 B
Bilfinger,GBF.F,$1.40 B
UNITI,UNIT,$1.40 B
Lindsay Corporation,LNN,$1.40 B
Bank Islam Malaysia,BIMB.KL,$1.40 B
Super Group,SGHC,$1.40 B
Anima Holding,ANIM.MI,$1.40 B
Helios Technologies,HLIO,$1.40 B
Hope Bancorp,HOPE,$1.40 B
Kontron AG,KTN.F,$1.40 B
GasLog,GLOG-PA,$1.40 B
The Greenbrier Companies,GBX,$1.40 B
Beijing Airport,0694.HK,$1.40 B
THG (The Hut Group),THG.L,$1.40 B
The North West Company,NWC.TO,$1.40 B
OneSpaWorld,OSW,$1.40 B
Hamburger Hafen,HHFA.F,$1.39 B
Dis-Chem Pharmacies,DCP.JO,$1.39 B
Utz Brands,UTZ,$1.39 B
U.S. Physical Therapy,USPH,$1.39 B
Raymond,RAYMOND.NS,$1.39 B
Kenon Holdings,KEN,$1.39 B
Gamma Communications,GAMA.L,$1.39 B
Reliance Power,RPOWER.NS,$1.39 B
Morphic Therapeutic,MORF,$1.39 B
Corsair Gaming,CRSR,$1.39 B
Diagnosticos da America,DASA3.SA,$1.39 B
V2X,VVX,$1.38 B
Alfen,ALFEN.AS,$1.38 B
Sihanoukville Autonomous Port,PAS.KH,$1.38 B
Harmonic,HLIT,$1.38 B
LOTTE Corporation,004990.KS,$1.38 B
Criteo,CRTO,$1.38 B
ProSiebenSat.1 Media,PSM.F,$1.37 B
Service Properties Trust,SVC,$1.37 B
Olaplex,OLPX,$1.37 B
TriCo Bancshares,TCBK,$1.37 B
Tootsie Roll Industries,TR,$1.37 B
Bukalapak.com,BUKA.JK,$1.37 B
Winmark,WINA,$1.36 B
City Union Bank,CUB.NS,$1.36 B
Gimv NV,GIMB.BR,$1.36 B
Altus Group,AIF.TO,$1.36 B
TAV Airports Holding,TAVHL.IS,$1.36 B
Arezzo Indústria e Comércio,ARZZ3.SA,$1.36 B
Syrma SGS Technology,SYRMA.NS,$1.36 B
Atea ASA,ATEA.OL,$1.36 B
Mirum Pharmaceuticals,MIRM,$1.36 B
National Bank Holdings,NBHC,$1.36 B
Pakuwon Jati Tbk,PWON.JK,$1.36 B
Horace Mann Educators,HMN,$1.36 B
ZipRecruiter,ZIP,$1.36 B
Great Portland Estates,GPE.L,$1.36 B
Sally Beauty Holdings,SBH,$1.36 B
Vir Biotechnology,VIR,$1.36 B
Formosa Taffeta,1434.TW,$1.35 B
Engineers India,ENGINERSIN.NS,$1.35 B
AS ONE Corporation,7476.T,$1.35 B
Wüstenrot & Württembergische,WUW.F,$1.35 B
Air New Zealand,ANZFF,$1.35 B
Geo Group,GEO,$1.35 B
Waldencast,WALD,$1.35 B
PeptiDream,4587.T,$1.35 B
Skyward Specialty Insurance Group,SKWD,$1.35 B
Docebo,DCBO,$1.35 B
Hudson Pacific Properties,HPP,$1.35 B
Alexander & Baldwin,ALEX,$1.35 B
Hangzhou Shunwang Technology,300113.SZ,$1.35 B
PROG Holdings,PRG,$1.35 B
Daiseki,9793.T,$1.34 B
Pigeon,7956.T,$1.34 B
Corticeira Amorim,COR.LS,$1.34 B
Sappi,SAP.JO,$1.34 B
Fagron,FAGR.BR,$1.34 B
World Kinect,WKC,$1.34 B
Innergex Renewable Energy,INE.TO,$1.34 B
First Busey,BUSE,$1.34 B
Xencor,XNCR,$1.33 B
Bombay Burmah,BBTC.NS,$1.33 B
Pathward Financial,CASH,$1.33 B
VEON,VEON,$1.33 B
Sumitomo Pharma,4506.T,$1.33 B
POINT Biopharma,PNT,$1.33 B
Olectra Greentech,OLECTRA.NS,$1.33 B
Metrovacesa,MVC.MC,$1.33 B
Van Lanschot Kempen,VLK.AS,$1.33 B
Altice USA,ATUS,$1.32 B
LTC Properties,LTC,$1.32 B
Kiniksa Pharmaceuticals,KNSA,$1.32 B
Kymera Therapeutics,KYMR,$1.32 B
CTS Corporation,CTS,$1.32 B
PHINIA,PHIN,$1.32 B
Avadel Pharmaceuticals,AVDL,$1.32 B
Provident Financial Services,PFS,$1.32 B
AMC Entertainment,AMC,$1.32 B
Herbalife,HLF,$1.32 B
Kinepolis Group,KIN.BR,$1.32 B
Protagonist Therapeutics,PTGX,$1.32 B
Wacker Neuson,WAC.F,$1.31 B
BlueNord ASA,BNOR.OL,$1.31 B
BioCryst Pharmaceuticals,BCRX,$1.31 B
Rajesh Exports,RAJESHEXPO.NS,$1.31 B
Pharvaris,PHVS,$1.31 B
BBVA Argentina,BBAR,$1.31 B
Fresh Del Monte Produce,FDP,$1.31 B
HPH Trust (Hutchison Port),NS8U.SI,$1.31 B
IntegraFin,IHP.L,$1.31 B
Eurocommercial Properties,ECMPA.AS,$1.31 B
Intershop Holding,ISN.SW,$1.31 B
Westshore Terminals Investment,WTE.TO,$1.31 B
flatexDEGIRO AG,FTK.DE,$1.31 B
Two Harbors Investment,TWO,$1.30 B
Polymetal,PM6A.F,$1.30 B
Agios Pharmaceuticals,AGIO,$1.30 B
Shufersal,SAE.TA,$1.30 B
RxSight,RXST,$1.30 B
Italmobiliare,ITM.MI,$1.29 B
Tamarack Valley Energy,TVE.TO,$1.29 B
Costamare,CMRE,$1.29 B
Graphite India,GRAPHITE.NS,$1.29 B
1st Source,SRCE,$1.29 B
Amber Enterprises India,AMBER.NS,$1.29 B
Caverion,CAV1V.HE,$1.29 B
Gold Road Resources,GOR.AX,$1.29 B
Semtech,SMTC,$1.29 B
Zydus Wellness,ZYDUSWELL.NS,$1.28 B
Action Construction Equipment,ACE.NS,$1.28 B
Craftsman Automation,CRAFTSMAN.NS,$1.28 B
Net One Systems,7518.T,$1.28 B
Nagarro,NA9.DE,$1.28 B
Easterly Government Properties,DEA,$1.28 B
Saul Centers,BFS,$1.28 B
Diamond Offshore Drilling,DO,$1.28 B
Deciphera Pharmaceuticals,DCPH,$1.27 B
Chennai Petroleum,CHENNPETRO.NS,$1.27 B
Veidekke,VEI.OL,$1.27 B
PennyMac Mortgage Investment Trust,PMT,$1.27 B
Precinct Properties,PCT.NZ,$1.27 B
Soho House & Co,SHCO,$1.27 B
AF Gruppen,AFG.OL,$1.27 B
Compañía de Acero del Pacífico,CAP.SN,$1.27 B
OdontoPrev,ODPV3.SA,$1.27 B
Momo,MOMO,$1.27 B
Indiabulls Housing Finance,IBULHSGFIN.NS,$1.26 B
Grendene,GRND3.SA,$1.26 B
Grenke,GLJ.F,$1.26 B
Sage Therapeutics,SAGE,$1.26 B
Kforce,KFRC,$1.26 B
CAMGSM Plc. (Cellcard),CGSM.KH,$1.26 B
Akero Therapeutics,AKRO,$1.26 B
VTEX,VTEX,$1.26 B
Navitas Semiconductor,NVTS,$1.26 B
Genius Sports,GENI,$1.26 B
KCC Corp,002380.KS,$1.26 B
E2open,ETWO,$1.26 B
Monarch Casino & Resort,MCRI,$1.25 B
Sterling Check,STER,$1.25 B
BayWa,BYW.F,$1.25 B
Warba Bank,WARBABANK.KW,$1.25 B
3R Petroleum,RRRP3.SA,$1.25 B
Sanoma,SANOMA.HE,$1.25 B
Hongkong and Shanghai Hotels,0045.HK,$1.25 B
Monex Group,8698.T,$1.25 B
Tianyu Digital Technology (Dalian),002354.SZ,$1.25 B
Ceconomy,CEC.DE,$1.25 B
Andlauer Healthcare Group,AND.TO,$1.25 B
S&T Bancorp,STBA,$1.25 B
Scholar Rock Holding,SRRK,$1.25 B
UFP Technologies,UFPT,$1.25 B
Elkem,ELK.OL,$1.25 B
Dorchester Minerals,DMLP,$1.25 B
Maytronics,MTRN.TA,$1.25 B
Netstreit,NTST,$1.24 B
Nokian Tyres,TYRES.HE,$1.24 B
Samyang Foods,003230.KS,$1.24 B
Fortune REIT,0778.HK,$1.24 B
Sedlmayr Grund und Immobilien AG,SPB.F,$1.24 B
sterling & wilson solar,SWSOLAR.NS,$1.24 B
Elme Communities,ELME,$1.24 B
Corbion,CRBN.AS,$1.24 B
Godawari Power & Ispat,GPIL.NS,$1.24 B
Amara Raja Batteries,AMARAJABAT.NS,$1.24 B
Fortress REIT,FFA.JO,$1.24 B
MapmyIndia,MAPMYINDIA.NS,$1.23 B
MIRAIT ONE Corporation,1417.T,$1.23 B
Veritex Holdings,VBTX,$1.23 B
Gogo Inflight Internet,GOGO,$1.23 B
Phreesia,PHR,$1.23 B
Leslie's,LESL,$1.23 B
ProFrac,ACDC,$1.23 B
NovaGold Resources,NG,$1.23 B
Dexco,DXCO3.SA,$1.23 B
Chegg,CHGG,$1.23 B
Asseco,ACP.WA,$1.23 B
Day One Biopharmaceuticals,DAWN,$1.22 B
tuya,TUYA,$1.22 B
Aksa Energy,AKSEN.IS,$1.22 B
East India Distilleries Parry,EIDPARRY.NS,$1.22 B
RWS Holdings,RWS.L,$1.22 B
Guess,GES,$1.22 B
Praj Industries,PRAJIND.NS,$1.22 B
Rumble,RUM,$1.21 B
Europris,EPR.OL,$1.21 B
Construcciones y Auxiliar de Ferrocarriles,CAF.MC,$1.21 B
Granules India,GRANULES.NS,$1.21 B
LeMaitre Vascular,LMAT,$1.21 B
Centerra Gold,CGAU,$1.21 B
NCC,NCC-B.ST,$1.21 B
Northern Data AG,NB2.DE,$1.21 B
Future plc,FUTR.L,$1.21 B
Chase Corporation,CCF,$1.21 B
NextDecade Corp,NEXT,$1.21 B
Cera Sanitaryware,CERA.NS,$1.21 B
Magnite,MGNI,$1.21 B
Luminar Technologies,LAZR,$1.21 B
Taboola.com,TBLA,$1.20 B
Trupanion,TRUP,$1.20 B
Jastrzebska Spólka Weglowa,JSW.WA,$1.20 B
Shinsegae,004170.KS,$1.20 B
Hypoport,HYQ.F,$1.20 B
Mechel PAO,MTL,$1.20 B
Cancom,COK.F,$1.20 B
Anant Raj,ANANTRAJ.NS,$1.20 B
NAPCO Security Technologies,NSSC,$1.20 B
Ligand Pharmaceuticals,LGND,$1.20 B
Truecaller,TRUE-B.ST,$1.20 B
Sakata Seed,1377.T,$1.20 B
Montauk Renewables,MNTK,$1.20 B
Sandy Spring Bank,SASR,$1.19 B
Trisura Group,TSU.TO,$1.19 B
Triumph Group,TGI,$1.19 B
Energiekontor,EKT.DE,$1.19 B
Cadre,CDRE,$1.19 B
Tabcorp,TAH.AX,$1.19 B
Aurinia Pharmaceuticals,AUPH,$1.19 B
Advantage Solutions,ADV,$1.19 B
Siam City Cement (INSEE),SCCC.BK,$1.19 B
Avid Technology,AVID,$1.19 B
CEAT,CEATLTD.NS,$1.18 B
Galaxy Surfactants,GALAXYSURF.NS,$1.18 B
Dole PLC,DOLE,$1.18 B
Semapa,SEM.LS,$1.18 B
Paramount Group,PGRE,$1.18 B
ANGI Homeservices,ANGI,$1.17 B
Ivanhoe Electric,IE,$1.17 B
Perdoceo Education,PRDO,$1.17 B
Ingersoll Rand India,INGERRAND.NS,$1.17 B
Brim hf.,BRIM.IC,$1.17 B
Piaggio,PIA.MI,$1.17 B
Ferroglobe,GSM,$1.17 B
Mixi,2121.T,$1.17 B
Schneider Electric Infrastructure,SCHNEIDER.NS,$1.17 B
Birchcliff Energy,BIR.TO,$1.17 B
Doosan Fuel Cell,336260.KS,$1.16 B
MMTC,MMTC.NS,$1.16 B
The Chefs' Warehouse,CHEF,$1.16 B
Lemonade,LMND,$1.16 B
PAR Technology,PAR,$1.16 B
Great Eagle,0041.HK,$1.16 B
Iamgold,IAG,$1.16 B
Cars.com,CARS,$1.16 B
Boss Energy,BOE.AX,$1.16 B
Zuora,ZUO,$1.15 B
HiteJinro,000080.KS,$1.15 B
Allscripts,MDRX,$1.15 B
Playa Hotels & Resorts,PLYA,$1.15 B
PCBL Limited,PCBL.NS,$1.15 B
Adecoagro,AGRO,$1.15 B
Canada Goose,GOOS,$1.15 B
PDF Solutions,PDFS,$1.15 B
Helios Towers,HTWS.L,$1.15 B
Scatec ASA,SCATC.OL,$1.15 B
Nicolet Bankshares,NIC,$1.15 B
Encore Capital Group,ECPG,$1.15 B
Peoples Bancorp,PEBO,$1.15 B
Apogee Enterprises,APOG,$1.14 B
Pilot Corporation,7846.T,$1.14 B
Kura Oncology,KURA,$1.14 B
Hipgnosis Songs Fund,SONG.L,$1.14 B
Sparebanken Vest,SVEG.OL,$1.14 B
Belite Bio,BLTE,$1.14 B
Bystronic AG,BYS.SW,$1.14 B
indie Semiconductor,INDI,$1.14 B
Sweetgreen,SG,$1.14 B
Camping World,CWH,$1.14 B
NOW Inc.,DNOW,$1.14 B
Dundee Precious Metals,DPM.TO,$1.14 B
CIRCOR International,CIR,$1.14 B
EQRx,EQRX,$1.14 B
Hornbach Holding,HBH.DE,$1.14 B
Magellan Financial Group,MFG.AX,$1.13 B
Viridian Therapeutics,VRDN,$1.13 B
ANI Pharmaceuticals,ANIP,$1.13 B
Rashtriya Chemicals and Fertilizers,RCF.NS,$1.13 B
Network18,NETWORK18.NS,$1.13 B
Ryerson,RYI,$1.13 B
PNE AG,PNE3.DE,$1.13 B
Autolus Therapeutics,AUTL,$1.13 B
Geron,GERN,$1.13 B
MiMedx Group,MDXG,$1.13 B
RPT Realty,RPT,$1.13 B
Dalata Hotel Group,DHG.IR,$1.13 B
Wabash National,WNC,$1.13 B
Safety Insurance,SAFT,$1.13 B
Aspen Aerogels,ASPN,$1.12 B
Bluegreen Vacations,BVH,$1.12 B
BMV (Bolsa Mexicana de Valores),BOLSAA.MX,$1.12 B
Frontier Airlines,ULCC,$1.12 B
MFA Financial,MFA,$1.12 B
Opera,OPRA,$1.12 B
Amylyx Pharmaceuticals,AMLX,$1.12 B
Bénéteau,BEN.PA,$1.12 B
First Watch Restaurant,FWRG,$1.11 B
Aimco,AIV,$1.11 B
Energy Fuels,UUUU,$1.11 B
Scholastic,SCHL,$1.11 B
Digital Garage,4819.T,$1.11 B
Fortuna Silver Mines,FSM,$1.11 B
Hut 8 Mining,HUT,$1.11 B
Faes Farma,FAE.MC,$1.11 B
Middlesex Water Company,MSEX,$1.10 B
Heritage-Crystal Clean,HCCI,$1.10 B
Coeur Mining,CDE,$1.10 B
Golden Entertainment,GDEN,$1.10 B
AMAG Austria Metall,AM8.F,$1.10 B
Safari Industries India,SAFARI.NS,$1.10 B
P10,PX,$1.10 B
K92 Mining,KNT.TO,$1.10 B
Reliance Infrastructure,RELINFRA.NS,$1.10 B
CropEnergies,CE2.F,$1.10 B
Jubilant Pharmova,JUBLPHARMA.NS,$1.10 B
Revolve,RVLV,$1.10 B
Zentalis Pharmaceuticals,ZNTL,$1.10 B
Toagosei,4045.T,$1.09 B
Jungfraubahn Holding AG,JFN.SW,$1.09 B
Pliant Therapeutics,PLRX,$1.09 B
Cytek Biosciences,CTKB,$1.09 B
Zad Holding Company,ZHCD.QA,$1.09 B
Nel ASA,NEL.OL,$1.09 B
Al Moammar Information Systems,7200.SR,$1.09 B
Terveystalo,TTALO.HE,$1.09 B
Franklin BSP Realty Trust,FBRT,$1.09 B
Plymouth Industrial REIT,PLYM,$1.09 B
Air Transport Services Group,ATSG,$1.08 B
Redfin,RDFN,$1.08 B
Suburban Propane Partners,SPH,$1.08 B
Armada Hoffler Properties,AHH,$1.08 B
Ecovyst,ECVT,$1.08 B
Doosan,000150.KS,$1.08 B
Riken Keiki,7734.T,$1.08 B
Chimera Investment Corporation,CIM,$1.08 B
Verve Therapeutics,VERV,$1.08 B
TaskUs,TASK,$1.08 B
AST SpaceMobile,ASTS,$1.08 B
Melco International Development,0200.HK,$1.08 B
Headwater Exploration,HWX.TO,$1.07 B
Nexus AG,NXU.DE,$1.07 B
Adler Real Estate,ADL.DE,$1.07 B
Oxford Lane Capital,OXLC,$1.07 B
edenor,EDN,$1.07 B
DeNA,2432.T,$1.07 B
Oakley Capital Investments,OCI.L,$1.07 B
GVS S.p.A.,GVS.MI,$1.07 B
Alpine Immune Sciences,ALPN,$1.07 B
ESAB India,ESABINDIA.NS,$1.07 B
iRobot,IRBT,$1.07 B
Telia Lietuva,ZWS.F,$1.07 B
Heartland Express,HTLD,$1.07 B
Embecta,EMBC,$1.07 B
Cosmo Pharmaceuticals,C43.F,$1.07 B
NerdWallet,NRDS,$1.07 B
Kronos Worldwide,KRO,$1.07 B
loanDepot,LDI,$1.07 B
Origin Bancorp,OBK,$1.06 B
Columbus McKinnon,CMCO,$1.06 B
Innoviva,INVA,$1.06 B
Brookdale Senior Living,BKD,$1.06 B
Agiliti,AGTI,$1.06 B
Mahindra Lifespaces,MAHLIFE.NS,$1.06 B
Glory Ltd.,6457.T,$1.06 B
AT&S Austria Technologie & Systemtechnik,ATS.VI,$1.06 B
Advantage Energy,AAV.TO,$1.06 B
Campus Activewear,CAMPUS.NS,$1.06 B
ACLEDA Bank,ABC.KH,$1.06 B
Matthews International Corporation,MATW,$1.06 B
Himax,HIMX,$1.06 B
Norwegian Air Shuttle,NAS.OL,$1.06 B
Allcargo Logistics,ALLCARGO.NS,$1.06 B
Ballard Power Systems,BLDP,$1.06 B
GAG Immobilien,GWK3.HM,$1.06 B
Hyster-Yale Materials Handling,HY,$1.06 B
Berkshire Hills Bancorp,BHLB,$1.06 B
Shentel,SHEN,$1.06 B
SD BioSensor,137310.KS,$1.05 B
Cipher Mining,CIFR,$1.05 B
7Road,0797.HK,$1.05 B
Malibu Boats,MBUU,$1.05 B
Diebold Nixdorf,DBD,$1.05 B
Argo Group,ARGO,$1.05 B
FIGS,FIGS,$1.05 B
Boubyan Petrochemical Company,BPCC.KW,$1.05 B
Caleres,CAL,$1.05 B
Ferretti,F3T1.F,$1.05 B
ACM Research,ACMR,$1.05 B
Kaiser Aluminum,KALU,$1.04 B
Thermon Group,THR,$1.04 B
Kossan Rubber Industries,7153.KL,$1.04 B
Central Securities,CET,$1.04 B
Altri,ALTR.LS,$1.04 B
89bio,ETNB,$1.04 B
Badger Infrastructure Solutions,BDGI.TO,$1.04 B
Varroc,VARROC.NS,$1.04 B
Republic Bank,RBCAA,$1.04 B
MannKind Corp,MNKD,$1.03 B
TriMas,TRS,$1.03 B
Bonheur ASA,BONHR.OL,$1.03 B
Bpost,13B.F,$1.03 B
Powell Industries,POWL,$1.03 B
Prosegur,PSG.MC,$1.03 B
Definitive Healthcare,DH,$1.03 B
Azul,AZUL,$1.03 B
Kalpataru Power Transmission,KALPATPOWR.NS,$1.02 B
Ottogi,007310.KS,$1.02 B
Retail Estates NV,RET.BR,$1.02 B
MAG Silver,MAG,$1.02 B
Cymbria,CYB.TO,$1.02 B
Ramaco Resources,METC,$1.02 B
Century Aluminum,CENX,$1.02 B
Perella Weinberg Partners,PWP,$1.02 B
Employers Holdings,EIG,$1.02 B
Energy Recovery,ERII,$1.02 B
KFin Technologies,KFINTECH.NS,$1.01 B
Volaris,VLRS,$1.01 B
SP Plus Corporation,SP,$1.01 B
Quanex Building Products,NX,$1.01 B
ADMA Biologics,ADMA,$1.01 B
Collegium Pharmaceutical,COLL,$1.01 B
Altus Power,AMPS,$1.01 B
Fenix Outdoor,FOI-B.ST,$1.01 B
REV Group,REVG,$1.01 B
Byline Bancorp,BY,$1.01 B
Trulieve Cannabis,TRUL.CN,$1.01 B
Prince Pipes And Fittings,PRINCEPIPE.NS,$1.01 B
OceanFirst Financial,OCFC,$1.00 B
Hesai Group,HSAI,$1.00 B
Gaotu Techedu,GOTU,$1.00 B
Formula Systems,FORTY,$1.00 B
Vitasoy,0345.HK,$1.00 B
dentalcorp,DNTL.TO,$1.00 B
Jazeera Airways,JAZEERA.KW,$1.00 B
NRC Health,NRC,$1.00 B
VIP Industries,VIPIND.NS,$1.00 B
