company,esg_rating,stock_name
"Daido Metal Co., Ltd.",23.4,TKS:7245
"Daido Steel Co., Ltd.",37.1,TKS:5471
"Daifuku Co., Ltd.",18.7,TKS:6383
Daihen Corp.,22.3,TKS:6622
Daiho Corp.,38.6,TKS:1822
"Daiichi Jitsugyo Co., Ltd.",27.3,TKS:8059
"Daiichi Sankyo Co., Ltd.",23.7,TKS:4568
"Daiichikosho Co., Ltd.",19.6,TKS:7458
Daiken Corp.,23.0,-
"Daiken Medical Co., Ltd.",35.7,TKS:7775
"Daiki Aluminium Industry Co., Ltd.",33.7,TKS:5702
DAIKIN INDUSTRIES Ltd.,22.3,TKS:6367
"Daikoku Denki Co., Ltd.",14.5,TKS:6430
"Daikokutenbussan Co., Ltd.",32.4,TKS:2791
DaikyoNishikawa Corp.,23.8,TKS:4246
Daily Journal Corp.,16.4,NAS:DJCO
Daimler Truck Holding AG,19.9,ETR:DTG
"Dainichiseika Color & Chemicals Mfg. Co., Ltd.",31.0,TKS:4116
Daio Paper Corp.,27.0,TKS:3880
"Daiseki Co., Ltd.",21.2,TKS:9793
"Daishi Hokuetsu Financial Group, Inc.",28.0,TKS:7327
"Daishin Securities Co., Ltd.",37.2,KRX:003540
Daisyo Corp.,36.1,TKS:9979
"Daito Pharmaceutical Co., Ltd.",40.5,TKS:4577
Daito Trust Construction Co. Ltd.,22.4,TKS:1878
"Daiwa House Industry Co., Ltd.",14.1,TKS:1925
Daiwa House REIT Investment Corp.,12.4,TKS:8984
DAIWA INDUSTRIES LTD.,32.7,TKS:6459
Daiwa Office Investment Corp.,14.1,TKS:8976
"Daiwa Securities Group, Inc.",19.8,TKS:8601
Daiwa Securities Living Investment Corp.,13.5,TKS:8986
"Daiwabo Holdings Co., Ltd.",10.5,TKS:3107
"Dajin Heavy Industry Co., Ltd.",48.8,SHE:002487
Dakota Gold Corp.,49.2,ASE:DC
"Daktronics, Inc.",17.6,NAS:DAKT
Dalata Hotel Group Plc,22.0,DUB:DHG
"Dali Foods Group Co., Ltd.",35.2,-
"Dalian Huarui Heavy Industry Group Co., Ltd.",33.4,SHE:002204
"Dalian Wanda Commercial Management Group Co., Ltd.",23.2,-
Dallah Healthcare Co.,34.1,SAU:4004
Dalmia Bharat Ltd.,28.7,BOM:542216
Dalrymple Bay Infrastructure Ltd.,21.6,ASX:DBI
DAMAC Real Estate Development Ltd.,18.3,-
Dana Gas PJSC,41.4,ADS:DANA
"Dana, Inc.",17.7,NYS:DAN
Danaher Corp.,11.7,NYS:DHR
"Danal Co., Ltd.",27.5,KRX:064260
Danaos Corp.,22.7,NYS:DAC
Danel (Adir Yeoshua) Ltd.,17.4,TAE:DANE
Danfoss A/S,23.2,-
Dangote Cement Plc,37.3,NSA:DANGCEM
"Danica Pension, Livsforsikringsaktieselskab",13.5,-
Danieli & C. Officine Meccaniche SpA,29.8,MIL:DAN
"Danimer Scientific, Inc.",36.7,NYS:DNMR
Danmarks Skibskredit A/S,25.2,-
Danone SA,17.8,PAR:BN
Danske Bank A/S,25.1,CSE:DANSKE
Danya Cebus Ltd.,22.6,TAE:DNYA
"Daol Investment & Securities Co., Ltd.",39.6,KRX:030210
Daou Data Corp.,17.5,KRX:032190
"Daou Technology, Inc.",39.0,KRX:023590
"Daqin Railway Co., Ltd.",31.7,SHG:601006
Daqo New Energy Corp.,23.7,NYS:DQ
Dar Al Arkan Real Estate Development Co.,30.3,SAU:4300
"Darden Restaurants, Inc.",27.6,NYS:DRI
Darfon Electronics Corp.,17.8,TAI:8163
Darktrace Plc,21.5,LON:DARK
"Darling Ingredients, Inc.",20.8,NYS:DAR
Darwin Precisions Corp.,33.2,TAI:6120
"Daseke, Inc.",21.1,NAS:DSKE
"DaShenLin Pharmaceutical Group Co., Ltd.",43.3,SHG:603233
Dassault Aviation SA,35.8,PAR:AM
Dassault Systèmes SA,18.5,PAR:DSY
Data#3 Ltd.,17.6,ASX:DTL
"Datadog, Inc.",16.7,NAS:DDOG
DATAGROUP SE,28.2,ETR:D6H
Datalogic SpA,9.3,MIL:DAL
"Datang International Power Generation Co., Ltd.",54.5,HKG:991
Datatec Ltd.,13.3,JSE:DTC
Dätwyler Holding AG,27.3,SWX:DAE
"Dave & Buster's Entertainment, Inc.",31.5,NAS:PLAY
Davide Campari-Milano NV,18.6,MIL:CPR
"DaVita, Inc.",22.8,NYS:DVA
"DAWONSYS Co., Ltd.",37.2,KRX:068240
"Day One Biopharmaceuticals, Inc.",35.1,NAS:DAWN
Dayang Enterprise Holdings Bhd.,29.6,KLS:5141
"Dazhong Transportation (Group) Co., Ltd.",24.4,SHG:600611
"DB Financial Investment Co., Ltd.",38.9,KRX:016610
"DB HITEK Co., Ltd.",27.9,KRX:000990
"DB Insurance Co., Ltd.",25.3,KRX:005830
"DBG Technology Co., Ltd.",13.2,SHE:300735
DBNGP Holdings Pty Ltd.,43.0,-
DBS Bank Ltd.,21.1,-
DBS Group Holdings Ltd.,18.5,SES:D05
DCB Bank Ltd.,25.5,BOM:532772
DCC Plc,20.0,LON:DCC
"DCM Holdings Co., Ltd.",17.6,TKS:3050
DCM Shriram Ltd.,31.4,BOM:523367
DCP Midstream LP,30.9,-
De Grey Mining Ltd.,37.4,ASX:DEG
De La Rue Plc,7.3,LON:DLAR
De Volksbank NV,11.5,-
De'Longhi SpA,13.5,MIL:DLG
DeA Capital SpA,18.5,-
"Dear U Co., Ltd.",27.5,KRX:376300
Deceuninck NV,30.0,BRU:DECB
Dechra Pharmaceuticals Plc,19.1,LON:DPH
"Deciphera Pharmaceuticals, Inc.",21.2,NAS:DCPH
Deckers Outdoor Corp.,15.7,NYS:DECK
Dedicare AB,21.2,OME:DEDI
Deepak Fertilisers & Petrochemicals Corp. Ltd.,44.6,BOM:500645
Deepak Nitrite Ltd.,36.4,BOM:506401
Deere & Co.,19.9,NYS:DE
Definitive Healthcare Corp.,21.9,NAS:DH
Definity Financial Corp.,21.9,TSE:DFY
"Dehua TB New Decoration Material Co., Ltd.",31.3,SHE:002043
DekaBank Deutsche Girozentrale,16.5,-
Delegat Group Ltd.,28.3,NZE:DGL
Delek Automotive Systems Ltd.,16.0,TAE:DLEA
Delek Group Ltd.,49.8,TAE:DLEKG
"Delek US Holdings, Inc.",39.5,NYS:DK
Delhi International Airport Ltd.,21.3,-
Delhivery Ltd.,24.1,BOM:543529
Deliveroo Plc,23.4,LON:ROO
Delivery Hero SE,23.5,ETR:DHER
"Dell Technologies, Inc.",16.8,NYS:DELL
"Delta Air Lines, Inc.",30.3,NYS:DAL
Delta Corp. Ltd. (India),32.8,BOM:532848
Delta Electronics (Thailand) Public Co. Ltd.,19.9,BKK:DELTA
"Delta Electronics, Inc.",15.4,TAI:2308
Delta Galil Industries Ltd.,15.5,TAE:DELG
Deluxe Corp.,10.0,NYS:DLX
"DEMAE-CAN CO., LTD.",30.3,TKS:2484
Demant A/S,25.8,CSE:DEMANT
DEME Group NV,31.8,BRU:DEME
"DeNA Co., Ltd.",22.6,TKS:2432
"Denali Therapeutics, Inc.",24.9,NAS:DNLI
Denbury Inc.,33.2,-
Denison Mines Corp.,37.6,TSE:DML
"Denka Co., Ltd.",33.0,TKS:4061
Denny's Corp.,25.7,NAS:DENN
DENSO Corp.,17.2,TKS:6902
dentalcorp Holdings Ltd.,21.7,TSE:DNTL
"Dentium Co., Ltd.",38.3,KRX:145720
"Dentsply Sirona, Inc.",14.9,NAS:XRAY
"Dentsu Group, Inc.",20.2,TKS:4324
"Denyo Co., Ltd.",24.6,TKS:6517
"Depo Auto Parts Industrial Co., Ltd.",33.2,TAI:6605
"Deppon Logistics Co., Ltd.",27.2,SHG:603056
Derby Healthcare Plc,25.9,-
Derichebourg SA,26.4,PAR:DBG
Dermapharm Holding SE,24.5,ETR:DMP
Derwent London Plc,13.5,LON:DLN
Descente Ltd.,18.1,TKS:8114
"Design Therapeutics, Inc.",28.3,NAS:DSGN
"Designer Brands, Inc.",17.2,NYS:DBI
"Desktop Metal, Inc.",23.1,NYS:DM
"Destination XL Group, Inc.",17.0,NAS:DXLG
Deterra Royalties Ltd.,11.9,ASX:DRR
Detsky Mir PJSC,19.4,MIC:DSKY
DEUTSCHE APOTHEKER- UND ÄRZTEBANK eG,19.6,-
Deutsche Bahn AG,22.1,-
Deutsche Bank AG,28.3,ETR:DBK
Deutsche Bank SAE,15.7,-
Deutsche Beteiligungs AG,29.0,ETR:DBAN
Deutsche Börse AG,9.9,ETR:DB1
Deutsche EuroShop AG,19.0,ETR:DEQ
Deutsche Kreditbank AG,18.1,-
Deutsche Lufthansa AG,28.3,ETR:LHA
Deutsche Pfandbriefbank AG,23.3,ETR:PBB
Deutsche Post AG,15.0,ETR:DHL
Deutsche Telekom AG,18.6,ETR:DTE
Deutsche Wohnen SE,13.2,ETR:DWNI
DEUTZ AG,25.8,ETR:DEZ
Develia SA,25.6,WAR:DVL
"Development Bank of Japan, Inc.",12.3,-
Development Bank of Kazakhstan JSC,16.1,-
Devon Energy Corp.,33.7,NYS:DVN
Devro Ltd.,29.5,-
Devsisters Corp.,19.3,KRX:194480
Devyani International Ltd.,31.4,BOM:543330
Dexco SA,13.7,BSP:DXCO3
"DexCom, Inc.",23.3,NAS:DXCM
Dexerials Corp.,17.7,TKS:4980
Dexia SA,39.0,-
"Dexin China Holdings Co., Ltd.",22.4,HKG:2019
Dexus,7.0,ASX:DXS
Dexus Finance Pty Ltd.,5.4,-
Dexus Industria REIT,5.3,ASX:DXI
DFDS A/S,21.8,CSE:DFDS
DFI Retail Group Holdings Ltd.,22.9,LON:DFIJ
DFS Furniture Plc,11.4,LON:DFS
"DGB Financial Group Co., Ltd.",24.1,KRX:139130
Dhani Services Ltd.,34.8,BOM:532960
"DHC Software Co., Ltd.",29.1,SHE:002065
"DHI Group, Inc.",25.5,NYS:DHX
Dhipaya Group Holdings PCL,35.3,BKK:TIPH
"DHT Holdings, Inc.",35.5,NYS:DHT
DI DONG-IL Corp.,24.4,KRX:001530
Diageo Plc,19.3,LON:DGE
Diagnósticos da América SA,19.0,BSP:DASA3
Dialight Plc,20.7,LON:DIA
Dialog Group Bhd.,24.2,KLS:7277
"Diamond Hill Investment Group, Inc.",27.7,NAS:DHIL
"Diamond Offshore Drilling, Inc.",32.0,NYS:DO
"Diamondback Energy, Inc.",38.3,NAS:FANG
DiamondRock Hospitality Co.,14.8,NYS:DRH
Dian Diagnostics Group Co. Ltd.,30.8,SHE:300244
DiaSorin SpA,18.9,MIL:DIA
DIC Corp.,30.9,TKS:4631
"DiCE Therapeutics, Inc",27.1,-
"Dick's Sporting Goods, Inc.",17.4,NYS:DKS
Dicker Data Ltd.,12.8,ASX:DDR
"Diebold Nixdorf, Inc.",18.5,NYS:DBD
Differ Group Auto Ltd.,26.1,HKG:6878
"Digi International, Inc.",17.7,NAS:DGII
Digicel Group Ltd.,29.6,-
Digimarc Corp.,20.6,NAS:DMRC
Digital Arts Inc.,20.9,TKS:2326
Digital Bros SpA,18.6,MIL:DIB
"Digital China Group Co., Ltd.",26.8,SHE:000034
Digital China Holdings Ltd.,10.2,HKG:861
Digital China Information Service Group Co. Ltd.,24.5,SHE:000555
Digital Core REIT,12.1,SES:DCRU
"Digital Garage, Inc.",25.1,TKS:4819
"Digital Holdings, Inc.",19.0,TKS:2389
"Digital Realty Trust, Inc.",13.0,NYS:DLR
"Digital Turbine, Inc.",20.3,NAS:APPS
"DigitalBridge Group, Inc.",18.3,NYS:DBRG
"DigitalOcean Holdings, Inc.",26.1,NYS:DOCN
Dilip Buildcon Ltd.,47.4,BOM:540047
"Dillard's, Inc.",18.5,NYS:DDS
"Dime Community Bancshares, Inc.",28.8,NAS:DCOM
Dimerco Express Corp.,23.1,ROCO:5609
"Dine Brands Global, Inc.",29.4,NYS:DIN
Dingdong (Cayman) Ltd.,31.9,NYS:DDL
Dino Polska SA,28.1,WAR:DNP
DIO Corp.,36.5,KRX:039840
"Diodes, Inc.",25.1,NAS:DIOD
Diös Fastigheter AB,13.9,OME:DIOS
dip Corp.,10.2,TKS:2379
Diploma Plc,21.6,LON:DPLM
Direcional Engenharia SA,20.8,BSP:DIRR3
Direct Line Insurance Group Plc,23.2,LON:DLG
Direct Marketing MiX Inc.,18.2,TKS:7354
Dis-Chem Pharmacies Ltd.,24.0,JSE:DCP
DISCO Corp.,20.0,TKS:6146
Discover Bank,24.6,-
Discover Financial Services,22.8,NYS:DFS
discoverIE Group Plc,11.6,LON:DSCV
Discovery Communications LLC,14.1,-
Discovery Ltd.,18.2,JSE:DSY
DISH Network Corp.,21.7,NAS:DISH
Distell Group Holdings Ltd.,23.1,-
Distribuidora Internacional De Alimentacion SA,27.7,MCE:DIA
"Distribution Solutions Group, Inc.",24.6,NAS:DSGR
"Ditto (Thailand) Public Co., Ltd.",27.5,BKK:DITTO
Diversey Holdings Ltd. (Cayman Islands),17.5,-
Diversified Energy Co. Plc,38.8,LON:DEC
Diversified Healthcare Trust,18.4,NAS:DHC
Divi's Laboratories Ltd.,17.8,BOM:532488
Dixon Technologies (India) Ltd.,16.2,BOM:540699
DIXY Group PJSC,21.4,MIC:DIXY
"DKK Co., Ltd.",21.2,TKS:6706
"DKS Co., Ltd.",35.9,TKS:4461
DKSH Holding AG,14.8,SWX:DKSH
DKV MOBILITY GROUP SE,7.5,-
"Dl E&C Co., Ltd",26.9,KRX:375500
"DL Holdings Co., Ltd.",32.3,KRX:000210
DLF Ltd.,17.8,BOM:532868
DLocal Ltd.,25.5,NAS:DLO
"DMC Global, Inc.",31.0,NAS:BOOM
"DMCI Holdings, Inc.",37.0,PHS:DMC
DMG MORI AG,23.9,ETR:GIL
"DMG MORI CO., LTD.",37.0,TKS:6141
DN AUTOMOTIVE Corp.,23.4,KRX:007340
"DNA Link, Inc.",31.9,KRX:127120
DNB Bank ASA,16.6,OSL:DNB
DNO ASA,46.3,OSL:DNO
DO & CO AG,21.8,WBO:DOC
"Do-Fluoride New Materials Co., Ltd.",37.4,SHE:002407
"Docebo, Inc.",22.1,TSE:DCBO
"DocGo, Inc.",24.1,NAS:DCGO
DocMorris Ltd.,23.0,SWX:DOCM
"DocuSign, Inc.",17.7,NAS:DOCU
Dogan Sirketler Grubu Holding AS,27.7,IST:DOHOL.E
Dogus Otomotiv Servis ve Ticaret AS,10.9,IST:DOAS.E
Doha Bank,28.3,DSMD:DHBK
"DoHome Public Co., Ltd.",25.9,BKK:DOHOME
"Dolby Laboratories, Inc.",12.6,NYS:DLB
Dole Plc,19.1,NYS:DOLE
Dollar General Corp.,17.9,NYS:DG
"Dollar Tree, Inc.",20.1,NAS:DLTR
"Dollarama, Inc.",21.7,TSE:DOL
Dom Development SA,20.8,WAR:DOM
"Doma Holdings, Inc.",27.0,NYS:DOMA
Domain Holdings Australia Ltd.,23.3,ASX:DHG
Dometic Group AB,20.8,OME:DOM
"Dominion Energy South Carolina, Inc.",35.3,-
"Dominion Energy, Inc.",29.0,NYS:D
Domino's Pizza Enterprises Ltd.,27.1,ASX:DMP
Domino's Pizza Group Plc,24.3,LON:DOM
"Domino's Pizza, Inc.",29.2,NYS:DPZ
"Domo, Inc.",23.6,NAS:DOMO
"Donaldson Co., Inc.",31.0,NYS:DCI
"Donegal Group, Inc.",32.1,NAS:DGICA
"Dong-A Socio Holdings Co., Ltd.",28.4,KRX:000640
"Dong-A ST Co., Ltd.",28.6,KRX:170900
"Dong-E-E-Jiao Co., Ltd.",36.2,SHE:000423
Dongfang Electric Corp. Ltd.,33.0,HKG:1072
"Dongfeng Motor Group Co., Ltd.",26.6,HKG:489
"Dongguan Development (Holdings) Co., Ltd.",15.2,SHE:000828
Dongjiang Environmental Co. Ltd.,22.1,HKG:895
"Dongjin Semichem Co., Ltd.",38.6,KRX:005290
"DongKook Pharmaceutical Co., Ltd.",36.0,KRX:086450
"Dongkuk Holdings Co., Ltd.",36.4,KRX:001230
"DONGSUH Cos., Inc.",18.8,KRX:026960
"Dongsung Pharmaceutical Co., Ltd.",41.1,KRX:002210
"DONGWHA ENTERPRISE Co., Ltd.",30.9,KRX:025900
"Dongwon F&B Co., Ltd.",48.2,KRX:049770
"DONGWON INDUSTRIES Co., Ltd.",43.3,KRX:006040
DONGWON SYSTEMS Corp.,19.2,KRX:014820
Dongxing Hong Kong,33.6,-
"Dongxing Securities Co., Ltd.",32.6,SHG:601198
Dongyue Group Ltd.,37.1,HKG:189
"Donnelley Financial Solutions, Inc.",19.6,NYS:DFIN
"DoorDash, Inc.",22.0,NAS:DASH
"Doosan Bobcat, Inc.",27.2,KRX:241560
Doosan Corp.,29.7,KRX:000150
"Doosan Enerbility Co., Ltd.",34.3,KRX:034020
"Doosan Fuel Cell Co., Ltd.",21.7,KRX:336260
"DOOSAN TESNA, Inc.",37.3,KRX:131970
Doral Group Renewable Energy Resources Ltd.,23.3,TAE:DORL
Dorian LPG Ltd.,34.7,NYS:LPG
dormakaba Holding AG,19.3,SWX:DOKA
"Dorman Products, Inc.",17.7,NAS:DORM
Doro AB,13.8,OME:DORO
"Doshisha Co., Ltd.",14.7,TKS:7483
Dottikon ES Holding AG,30.5,SWX:DESN
"Double Medical Technology, Inc.",30.9,SHE:002901
"DoubleUGames Co., Ltd.",24.7,KRX:192080
"DoubleVerify Holdings, Inc.",20.8,NYS:DV
"Douglas Dynamics, Inc.",27.8,NYS:PLOW
"Douglas Elliman, Inc.",23.4,NYS:DOUG
"Douglas Emmett, Inc.",20.3,NYS:DEI
"Doutor Nichires Holdings Co., Ltd.",33.4,TKS:3087
DouYu International Holdings Ltd.,28.6,NAS:DOYU
"DOUZONE BIZON Co., Ltd.",26.4,KRX:012510
doValue SpA,18.8,MIL:DOV
Dover Corp.,25.9,NYS:DOV
"Dow, Inc.",22.0,NYS:DOW
"DOWA HOLDINGS Co., Ltd.",45.1,TKS:5714
Downer EDI Ltd.,36.9,ASX:DOW
Downer Group Finance Pty Ltd.,27.3,-
Downing Renewables & Infrastructure Trust Plc,30.5,LON:DORE
"Doximity, Inc.",21.7,NYS:DOCS
DP World Ltd.,8.8,-
DR Corp. Ltd.,20.9,SHE:301177
Dr. Lal PathLabs Ltd.,19.3,BOM:539524
Dr. Martens Plc,17.4,LON:DOCS
Dr. Reddy's Laboratories Ltd.,26.5,BOM:500124
Dr. Sulaiman Al-Habib Medical Services Group Co.,30.9,SAU:4013
Drägerwerk AG & Co. KGaA,31.0,ETR:DRW3
Drax Group Plc,23.5,LON:DRX
DRB-HICOM Bhd.,30.0,KLS:1619
DRDGOLD Ltd.,35.1,JSE:DRD
"Dream Finders Homes, Inc.",21.9,NYS:DFH
Dream Industrial Real Estate Investment Trust,10.6,TSE:DIR.UT
Dream Office Real Estate Investment Trust,5.9,TSE:D.UT
DREAM Unlimited Corp.,13.0,TSE:DRM
"Dreamtech Co., Ltd.",21.8,KRX:192650
"Dril-Quip, Inc.",19.7,NYS:DRQ
"Driven Brands Holdings, Inc.",18.4,NAS:DRVN
"Dropbox, Inc.",18.6,NAS:DBX
Drumaville Ltd.,36.0,-
DS Smith Plc,14.0,LON:SMDS
DSV A/S,13.0,CSE:DSV
"DT Midstream, Inc.",29.8,NYS:DTM
DTE Electric Co.,31.6,-
DTE Energy Co.,29.8,NYS:DTE
DTEK Group BV,37.1,-
DTS Corp.,20.0,TKS:9682
Dubai Aerospace Enterprise (DAE) Ltd.,12.5,-
Dubai Electricity & Water Authority,24.3,DFM:DEWA
Dubai Financial Market PJSC,25.3,DFM:DFM
Dubai Investments PJSC,31.7,DFM:DIC
Dubai Islamic Bank PJSC,30.9,DFM:DIB
Dubber Corp. Ltd.,30.1,ASX:DUB
"Duck Creek Technologies, Inc.",21.8,-
"Ducommun, Inc.",34.0,NYS:DCO
Dufry AG,14.3,SWX:AVOL
"Duk San Neolux Co., Ltd.",24.2,KRX:213420
Duke Energy Carolinas LLC,30.6,-
Duke Energy Corp.,28.3,NYS:DUK
Duke Energy Florida LLC,36.7,-
Duke Energy Indiana LLC,23.0,-
Duke Energy Progress LLC,29.8,-
Duke University,14.4,-
"Duke University Health System, Inc.",29.2,-
"Duluth Holdings, Inc.",27.8,NAS:DLTH
"Dun & Bradstreet Holdings, Inc.",22.7,NYS:DNB
"Dundee Precious Metals, Inc.",31.9,TSE:DPM
Dunelm Group Plc,11.5,LON:DNLM
Duni AB,12.7,OME:DUNI
Duniec Bros. Ltd.,24.6,TAE:DUNI
"Duolingo, Inc.",26.7,NAS:DUOL
"DuPont de Nemours, Inc.",28.0,NYS:DD
Dur Hospitality Co.,34.8,SAU:4010
Duroc AB,30.7,OME:DURC.B
Dürr AG,23.2,ETR:DUE
"Duskin Co., Ltd.",16.6,TKS:4665
Dustin Group AB,15.2,OME:DUST
"Dutch Bros, Inc.",38.9,NYS:BROS
Dwarikesh Sugar Industries Ltd.,45.5,BOM:532610
DWF Group Plc,19.0,-
DWS Group GmbH & Co. KGaA,19.1,ETR:DWS
DXC Technology Co.,15.3,NYS:DXC
"DXP Enterprises, Inc.",25.1,NAS:DXPE
Dyaco International Inc.,14.3,TAI:1598
"Dycom Industries, Inc.",35.0,NYS:DY
"DyDo Group Holdings, Inc.",46.0,TKS:2590
Dye & Durham Ltd.,28.1,TSE:DND
Dynagreen Environmental Protection Group Co. Ltd.,23.6,HKG:1330
"Dynamic Holding Co., Ltd.",22.3,TAI:3715
Dynapack International Technology Corp.,25.0,ROCO:3211
Dynasty Ceramic Public Co. Ltd.,25.8,BKK:DCC
"Dynatrace, Inc.",23.1,NYS:DT
Dynavax Technologies Corp.,27.7,NAS:DVAX
"Dyne Therapeutics, Inc.",26.0,NAS:DYN
"Dynex Capital, Inc.",15.8,NYS:DX
DZ BANK AG Deutsche Zentral-Genossenschaftsbank,17.6,-
DZ HYP AG,14.2,-
"DZS, Inc.",25.0,NAS:DZSI
"E Ink Holdings, Inc.",18.5,ROCO:8069
E-Commodities Holdings Ltd.,41.7,HKG:1733
"e-Credible Co., Ltd.",23.2,KRX:092130
e-Finance for Digital & Financial Investments SAE,29.0,CAI:EFIH
E-L Financial Corp. Ltd.,31.5,TSE:ELF
"E-Mart, Inc.",22.9,KRX:139480
E.I.D.-Parry (India) Ltd.,40.3,BOM:500125
"e.l.f. Beauty, Inc.",22.9,NYS:ELF
E.ON SE,17.6,ETR:EOAN
"E.SUN Financial Holding Co., Ltd.",12.1,TAI:2884
E1 Corp.,36.4,KRX:017940
"E2open Parent Holdings, Inc.",14.1,NYS:ETWO
Eagers Automotive Ltd.,14.1,ASX:APE
"Eagle Bancorp, Inc. (Maryland)",28.5,NAS:EGBN
"Eagle Bulk Shipping, Inc.",24.1,NYS:EGLE
"Eagle Industry Co., Ltd.",20.7,TKS:6486
"Eagle Materials, Inc.",40.5,NYS:EXP
Eagle Parent Holdings LP,36.4,-
"Eagle Pharmaceuticals, Inc.",23.6,NAS:EGRX
Earth Corp.,29.0,TKS:4985
"Earthstone Energy, Inc.",56.5,-
East Buy Holding Ltd.,17.1,HKG:1797
"East Group Co., Ltd.",28.4,SHE:300376
East Japan Railway Co.,30.4,TKS:9020
"East Money Information Co., Ltd.",27.2,SHE:300059
East Nippon Expressway Co. Ltd.,10.6,-
"East West Bancorp, Inc.",27.3,NAS:EWBC
"Easterly Government Properties, Inc.",18.0,NYS:DEA
Eastern & Southern African Trade & Development Bank,30.6,-
"Eastern Air Logistics Co., Ltd.",24.4,SHG:601156
"Eastern Bankshares, Inc.",26.3,NAS:EBC
Eastern Co. (Egypt),34.7,CAI:EAST
"Eastern Communications Co., Ltd.",24.1,SHG:600776
Eastern Energy Gas Holdings LLC,28.3,-
"Eastern Polymer Group Public Co., Ltd.",17.9,BKK:EPG
Eastern Province Cement Co.,41.8,SAU:3080
"EastGroup Properties, Inc.",13.8,NYS:EGP
Eastman Chemical Co.,24.9,NYS:EMN
Eastman Kodak Co.,23.8,NYS:KODK
Eastnine AB,14.2,OME:EAST
"Eastroc Beverage (Group) Co., Ltd.",39.5,SHG:605499
Easy Trip Planners Ltd.,18.9,BOM:543272
"Easyhome New Retail Group Co., Ltd.",21.5,SHE:000785
easyJet Plc,25.4,LON:EZJ
Eaton Corp.,23.5,-
Eaton Corp. Plc,18.3,NYS:ETN
Ebara Corp.,26.4,TKS:6361
"eBASE Co., Ltd.",25.3,TKS:3835
"eBay, Inc.",17.5,NAS:EBAY
"Ebix, Inc.",27.8,OTC:EBIXQ
EBOS Group Ltd.,16.3,NZE:EBO
Ebro Foods SA,28.3,MCE:EBRO
Ebusco Holding NV,29.5,AMS:EBUS
EC Healthcare,14.8,HKG:2138
"ECHO MARKETING, Inc.",19.6,KRX:230360
EchoStar Corp.,27.5,NAS:SATS
Eckert & Ziegler Strahlen- und Medizintechnik AG,19.9,ETR:EUZ
"Eclat Textile Co., Ltd.",15.6,TAI:1476
eClerx Services Ltd.,18.0,BOM:532927
ECN Capital Corp.,27.0,TSE:ECN
Eco World Development Group Bhd.,10.4,KLS:8206
"Ecobank Transnational, Inc.",27.0,NSA:ETI
"Ecolab, Inc.",19.8,NYS:ECL
Econocom Group SE,17.3,BRU:ECONB
Ecopetrol SA,27.9,BOG:ECOPETROL
"Ecopro BM Co., Ltd.",32.8,KRX:247540
"ECOPRO Co., Ltd.",38.2,KRX:086520
"Ecopro HN Co., Ltd.",34.6,KRX:383310
Ecora Resources Plc,12.3,LON:ECOR
EcoRodovias Infraestrutura e Logística SA,13.3,BSP:ECOR3
"Ecovacs Robotics Co., Ltd.",30.5,SHG:603486
ECOVE Environment Corp.,18.4,ROCO:6803
"Ecovyst, Inc.",31.5,NYS:ECVT
"Edan Instruments, Inc.",34.7,SHE:300206
Edelweiss Financial Services Ltd.,31.6,BOM:532922
Edenred SE,17.0,PAR:EDEN
Edgewell Personal Care Co.,24.9,NYS:EPC
"Edgewise Therapeutics, Inc.",32.0,NAS:EWTX
"Edgio, Inc.",33.0,NAS:EGIO
Edifier Technology Co. Ltd.,23.6,SHE:002351
EdiliziAcrobatica SpA,11.8,MIL:EDAC
EDION Corp.,19.9,TKS:2730
Edison International,24.7,NYS:EIX
Ediston Property Investment Co. Plc,19.8,LON:EPIC
"Editas Medicine, Inc.",25.2,NAS:EDIT
Edmonton Regional Airports Authority,21.0,-
EDP Corp.,27.2,TKS:7794
EDP Energias do Brasil SA,27.5,-
EDP Renováveis SA,16.2,LIS:EDPR
EDP-Energias de Portugal SA,19.4,LIS:EDP
eDreams ODIGEO SA,16.0,MCE:EDR
Edwards Lifesciences Corp.,23.9,NYS:EW
EEKA Fashion Holdings Ltd.,21.4,HKG:3709
EEW Energy from Waste GmbH,23.4,-
EFG Holding SAE,30.8,CAI:HRHO
EFG International AG,24.7,SWX:EFGN
eGain Corp.,24.8,NAS:EGAN
Ege Endüstri ve Ticaret AS,16.6,IST:EGEEN.E
Egetis Therapeutics AB,26.5,OME:EGTX
"Egis Technology, Inc.",16.5,ROCO:6462
"eGuarantee, Inc.",26.5,TKS:8771
Egypt Kuwait Holding Co. SAE,38.4,CAI:EKHO
EHang Holdings Ltd.,19.4,NAS:EH
"eHealth, Inc.",18.6,NAS:EHTH
eHi Car Services Ltd.,21.3,-
Eicher Motors Ltd.,13.0,BOM:505200
Eiffage SA,36.3,PAR:FGR
EIG Management Co. LLC,16.8,-
"Eiger BioPharmaceuticals, Inc.",30.3,NAS:EIGR
"Eightco Holdings, Inc.",23.7,NAS:OCTO
EIH Ltd.,32.8,BOM:500840
Eika Boligkreditt AS,25.3,-
"Eiken Chemical Co., Ltd.",18.2,TKS:4549
Eimskipafelag Islands hf,23.9,ICE:EIM
Einhell Germany AG,30.7,ETR:EIN3
"EirGenix, Inc.",27.1,ROCO:6589
"EIS Eczacibasi Ilaç, Sinai ve Finansal Yatirim San ve Tic AS",29.7,IST:ECILC.E
